"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"879",0.0967998277941,108.468333333,0.0501028806584,1.810425,2.4677,1.024617,-40.53125,-40.5000038147,-47.4875022888,160.450448,0.05877,1.803665,2.46202666667,1.022642,34,35.0000012716,31.2937507629,290.468782187,0.124691918492,1.422133,-55.8187522888,50,36,640,1.80306,2.46141666667,1.02221,-29.3750019073,-29.9687506358,-41.4375015259,1.85345,2.50906333333,1.422133,-49.0000038147,-48.5104179382,-55.8187522888,3.98136491135,3.82214747316,3.16144794141,-89.21875,-58.9267463684,"Rorb-IRES2-Cre",78.7812530518,9.2192805888
"881",0.0566028651935,81.5690909091,0.169352798826,1.117555,3.74352333333,1.02510625,-46.5,-47.5416704814,-49.3984384537,140.105984,0.03303,1.115465,3.74163666667,1.02344125,33.8125,35.6562538147,30.6328144073,122.187539935,0.27550688386,1.1253275,-66.8046875,90,68.0416666667,720,1.114935,3.74113666667,1.0230025,-38.4062538147,-38.6875025431,-43.6718759537,1.17109,3.807675,1.1253275,-56,-54.4166692098,-66.8046875,2.90088215145,2.89241344751,2.85308104889,-81.0312576294,-66.0431060791,"Rorb-IRES2-Cre",80.031252861,12.2595457281
"886",0.0299218854808,63.4036666667,0.241366916488,1.188715,3.52880333333,1.024553,-51.28125,-50.6666704814,-53.0562515259,129.452272,0.037775,1.18746,3.52746333333,1.023331,50.1250038147,52.2083346049,49.2750030518,178.125008941,0.0289575643837,1.588396,-71.5625045776,90,62.6666641235,499.999969482,1.187085,3.527105,1.023019,-40.125,-38.4687512716,-44.6125030518,1.210595,3.55680166667,1.588396,-52.71875,-52.6145858765,-71.5625045776,3.25732699485,3.58673944499,3.51434229056,-91.375,-70.5754852295,"Nr5a1-Cre",102.331254578,15.7719585092
"887",0.0841486553963,84.399,0.147894359436,1.10193,7.58341166667,1.02446666667,-44.9375038147,-43.0208346049,-52.2083358765,110.793784,0.03683,1.100725,7.58233,1.02322833333,25.28125,22.1458352407,31.2812519073,145.625084639,0.0313746854663,1.774205,-69.1875050863,150,164.041666667,440,1.10032,7.58178833333,1.02289,-29.7812519073,-27.53125,-43.96875,1.118125,7.60033666667,1.774205,-49.0000038147,-47.8854204814,-69.1875050863,1.94683080598,1.58865306592,2.22944941278,-81.6562576294,-67.9644393921,"Ntsr1-Cre_GN220",83.4895877838,11.8484816171
"888",0.0182141186274,75.7933333333,0.210756972112,1.1186,4.10828666667,1.025616,-54.9062538147,-55.6458358765,-60.3687515259,280.747744,0.02552,1.11634,4.10588,1.023316,47.4375038147,48.7291692098,46.9187522888,212.812498212,0.148680374026,1.667028,-73.0562530518,90,77.1666666667,509.999969482,1.11586,4.10539333333,1.0229,-42.5,-39.6666692098,-48.6375022888,1.14904,4.13582,1.667028,-56.3125,-57.2604179382,-73.0562530518,3.63077430989,3.67449369189,3.92228659098,-95.46875,-72.1645965576,"Ndnf-IRES2-dgCre",107.287503815,13.1937725394
"890",0.0269213212558,78.1066666667,0.168602370471,1.21016,5.11112666667,1.025096,-47.0937538147,-50.5833346049,-52.8125022888,166.255824,0.05536,1.208,5.10901333333,1.02344,35.4375038147,34.7083346049,32.5687526703,143.593862653,0.0808621942997,1.281628,-77.8437530518,100,102.20833079,979.999938965,1.20754,5.10853333333,1.023004,-38.3437538147,-39.9166692098,-45.4437530518,1.25026,5.14783333333,1.281628,-57.5625038147,-57.0937512716,-77.8437530518,3.41154972402,3.2608660368,3.40575927199,-92.4062576294,-77.3134155273,"Scnn1a-Tg2-Cre",85.3812549591,12.8030044384
"894",0.0507697406013,90.917,0.195067788493,1.12619,3.6128625,1.02531916667,-48.03125,-51.125,-51.5104192098,264.328544,0.05846,1.123515,3.61077,1.02339333333,39.0625,41.2812519073,40.7656269073,171.093955636,0.0318340621889,1.47505833333,-77.0520833333,110,64.7500019073,870,1.12309,3.6103625,1.02302083333,-37.2187538147,-39.9687538147,-48.1614615122,1.14204,3.6493975,1.47505833333,-53.1562538147,-57.5312519073,-77.0520833333,3.9266693843,3.58264780024,4.22358476843,-93.1562576294,-76.1808242798,"Cux2-CreERT2",92.2760461171,10.9990430833
"896",0.307736653984,86.73,0.117904755264,1.072875,3.60347,1.02833,-38.6875,-45.453125,-52.0000007629,138.224288,0.02232,1.069085,3.5997075,1.023469,29.5,35.0937519073,30.39375,151.093780994,0.0345000289381,1.592888,-71.1,249.999984741,64.4375,840,1.068335,3.5990475,1.022883,-30.8437519073,-34.546875,-20.9625003815,1.084025,3.639295,1.592888,-41.59375,-50.6875019073,-71.1,3.39868072602,3.60647804813,2.6993535431,-87.53125,-69.4515762329,"Rorb-IRES2-Cre",82.3937507629,11.5300357431
"899",0.0970233486595,129.621666667,0.124416425566,1.2228,6.34634166667,1.026227,-46.8750038147,-47.114587148,-51.6125022888,146.736672,0.064515,1.21881,6.34315333333,1.023427,33.3125038147,34.8437512716,36.5500030518,125.781208277,0.0596978142858,1.554734,-80.3625045776,160,133.041666667,260,1.218355,6.34272833333,1.023057,-37.3125,-35.2812525431,-45.8062538147,1.26306,6.39454333333,1.554734,-54.3437538147,-57.0625025431,-80.3625045776,4.07171527166,3.70959654086,4.27101076439,-93.0312576294,-80.3194351196,"Cux2-CreERT2",88.1625053406,7.71475962095
"902",0.00303267783257,62.0013333333,0.213258860681,1.18172,4.45771666667,1.02466833333,-52.1250038147,-50.927087148,-53.8489602407,124.395336,0.031875,1.18031,4.45618,1.02337666667,48.3125038147,51.2500012716,47.9739602407,119.374923408,0.159605979919,1.08757916667,-69.9583396912,80,85.9166666667,610,1.179905,4.45577833333,1.02300916667,-46.7812538147,-45.4479179382,-48.2291692098,1.22623,4.50884333333,1.08757916667,-59.8125,-57.4687538147,-69.9583396912,3.16005550383,3.37394043085,3.11863141038,-81.40625,-67.953086853,"Rbp4-Cre_KL100",101.822920481,16.1286854046
"903",0.00405714351947,98.3411111111,0.140324963072,1.34392,4.36396333333,1.024696,-51.03125,-52.9895846049,-50.8187530518,205.990976,0.03601,1.3387,4.35885333333,1.023424,31.1250019073,38.3958346049,33.4312515259,174.99999702,0.0227014329284,1.043599,-69.6562530518,90,83.5,136,1.338195,4.35841666667,1.023075,-31.5,-33.3125,-32.7750007629,1.35203,4.37251166667,1.043599,-56.78125,-59.0520846049,-69.6562530518,2.82105465226,3.30994930573,2.17919906013,-85.4687576294,-66.6081771851,"Rorb-IRES2-Cre",84.2500045776,10.1686872225
"906",0.382877382755,264.316666667,0.153571435275,1.1342,6.45414333333,1.025127,-39,-42.3333358765,-44.9187530518,139.138,0.046585,1.131835,6.452355,1.023526,22.0625,31.0416666667,20.9062511444,189.687535167,0.146253287792,1.433224,-75.7437515259,110,135.833333333,0,1.13137,6.45191166667,1.023164,-30.90625,-33.2604166667,-31.0687511444,1.163735,6.47627166667,1.433224,-50.9062538147,-52.1979179382,-75.7437530518,2.51740696562,2.05902291773,2.20132786275,-95.65625,-75.4081039429,"Rorb-IRES2-Cre",65.8250041962,3.78334068983
"909",0.0140651737649,43.6254545455,0.340243906312,1.202165,2.057005,1.024335,-46.9375038147,-49.4218769073,-50.9609394073,330.074464,0.0315,1.200425,2.055605,1.0231475,35.0625038147,55.8593769073,50.921877861,330.312430859,0.018837178126,1.4567075,-63.8515644073,30.0000019073,25.8750009537,290,1.199905,2.0552125,1.02282375,-33.90625,-34.0312519073,-38.9218769073,1.225895,2.05709,1.4567075,-49.0937538147,-49.5000038147,-63.8515644073,2.19324704218,2.88340684857,2.85000599422,-92.15625,-61.6267166138,"Rorb-IRES2-Cre",101.882817268,22.922397266
"914",0.0103034531452,63.6757142857,0.204884111543,1.13456,5.21642,1.024836,-46.1562538147,-48.8750012716,-52.7500030518,191.35904,0.05394,1.13266,5.21482666667,1.023464,36.7187538147,41.2708358765,40.7750015259,159.374848008,0.0329797305167,1.49896,-80.9562515259,110,104.833333333,870,1.1322,5.21438,1.023092,-32.875,-33.2708333333,-46.5250030518,1.15344,5.23824,1.49896,-53.5000038147,-55.7604204814,-80.9562515259,2.79948709889,2.75478167503,3.27354344416,-96.9687576294,-80.3756484985,"Rorb-IRES2-Cre",93.5250045776,15.7045745182
"915",0.251519266109,116.715,0.0672619047619,1.184135,2.494345,1.025801,-51.40625,-51.90625,-54.4500022888,235.951264,0.046655,1.18118,2.491635,1.02341,35.03125,42.84375,36.2312507629,232.031360269,0.0108916340396,1.327289,-74.74375,70,36.75,610,1.18061,2.491115,1.022932,-40.03125,-39.0312538147,-41.6812507629,1.20086,2.524225,1.327289,-56.4375,-57.8437538147,-74.74375,3.46990871297,3.46848660177,3.3846832252,-99.40625,-75.2405853271,"Scnn1a-Tg3-Cre",90.6812530518,8.56787902155
"919",0.0504915030512,104.2,0.136731144215,1.16406,5.4235,1.024932,-44.7812538147,-46.2291692098,-51.1250015259,111.396192,0.04866,1.16234,5.42189333333,1.023444,47.4062538147,45.8125,44.5375022888,90.3124585748,0.18500906229,1.092216,-67.8437530518,130,110.041664124,949.999938965,1.16196,5.42148666667,1.023084,-38.90625,-39.3854192098,-44.7187515259,1.21816,5.4238,1.092216,-54.0937538147,-46.5000025431,-67.8437530518,3.28674188798,3.23925205391,3.02994685529,-77.5312576294,-66.5565338135,"Ndnf-IRES2-dgCre",95.6625038147,9.59692898273
"921",0.0219904320172,53.9873529412,0.282026143791,1.176795,2.92574166667,1.02464,-46.7812538147,-46.5520846049,-51.4812530518,158.85984,0.05778,1.1747,2.92400333333,1.023282,44.7187538147,37.6458358765,34.1187507629,248.125001788,0.0537547953427,1.603381,-75.9250045776,50,47.5833320618,680,1.17435,2.92358666667,1.022924,-32.78125,-33.7083346049,-43.1062522888,1.201805,2.9585,1.603381,-52.5937538147,-52.3437538147,-75.9250045776,3.64611331013,2.84556825431,2.80324024751,-96.2187576294,-73.4638595581,"Rorb-IRES2-Cre",85.6000038147,18.5228566603
"926",0.0306227483982,72.3096153846,0.26568627451,1.190455,4.77458666667,1.024871,-51.28125,-49.0833333333,-52.1687522888,161.193248,0.04176,1.188825,4.77297,1.023327,51.28125,53.0000025431,51.2000038147,147.187545896,0.0363216288388,1.378858,-74.9125030518,70,93.7916641235,630,1.188465,4.77260333333,1.023002,-42.03125,-39.6666692098,-46.4937522888,1.236825,4.80802833333,1.378858,-58.9375,-54.5520858765,-74.9125030518,4.29004221241,4.34020254894,4.62820975436,-90.03125,-74.2206802368,"Rorb-IRES2-Cre",103.368756104,13.8294194303
"927",0.0330766321578,48.5260526316,0.372828784119,1.113275,5.040615,1.02470083333,-51,-43.8645833333,-47.2395852407,125.622,0.02432,1.11164,5.03888833333,1.02332083333,38.4375,39.4062538147,36.5989608765,199.062541127,0.00188777619042,1.77506666667,-70.2031275431,70,100.458335876,209.999984741,1.111215,5.03844,1.02296916667,-39.09375,-35.8645846049,-44.5468769073,1.130865,5.06431166667,1.77506666667,-52.0312538147,-50.4375025431,-70.2031275431,3.4000943397,3.37462825097,3.82289976415,-90.0937576294,-69.7152557373,"Nr5a1-Cre",83.8385461171,20.6074870254
"929",0.139288214949,116.774375,0.204470217759,1.1035,4.99063,1.02504833333,-47.2500038147,-50.2604192098,-50.8229204814,178.199488,0.0344,1.10163,4.98889333333,1.02349333333,27.5625,35.1979192098,27.0833339691,225.937500596,0.0250830817968,1.50817666667,-77.2708358765,90,99.2083333333,0,1.101135,4.988405,1.02304666667,-37.9375038147,-36.8854179382,-49.4062512716,1.12135,5.01014833333,1.50817666667,-51.8750038147,-54.7395858765,-77.2708384196,2.65122431713,2.63382138905,2.86441864706,-93.6875076294,-77.0405426025,"Nr5a1-Cre",77.9062544505,8.56352260502
"932",0.0151029032396,50.3936842105,0.290322578666,1.25452,2.52475333333,1.024952,-53.125,-52.114587148,-53.5000038147,332.505536,0.03358,1.25244,2.52287333333,1.02346,42.1562538147,42.3645846049,40.1750015259,353.749871254,0.0400684587657,1.783352,-71.8062515259,29.9999980927,37.5833333333,380,1.25198,2.52243333333,1.023092,-38.5625038147,-37.6875038147,-44.0687522888,1.26962,2.54098666667,1.783352,-58.5937538147,-56.7187538147,-71.8062515259,3.27471478971,3.26299579302,3.41409154048,-97.21875,-69.7652435303,"Cux2-CreERT2",93.6750053406,19.8437565276
"939",0.020571736118,53.5075,0.261079560021,1.1207,6.868955,1.02479333333,-49.53125,-47.5937525431,-49.5937538147,119.131568,0.028535,1.1193,6.86749833333,1.02343666667,42.3125038147,43.2708346049,41.9166679382,107.343748212,0.0506856925786,1.80337833333,-71.0833409627,130,146.166666667,0,1.11889,6.86708333333,1.02309166667,-39.5937538147,-36.5833346049,-46.177087148,1.13373,6.88445,1.80337833333,-53.0937538147,-51.8229192098,-71.0833409627,2.78839539286,2.8267041654,3.21456795201,-83.5937576294,-70.3413925171,"Nr5a1-Cre",91.5104217529,18.6889688361
"940",0.0733398425837,95.125,0.278774436215,1.134365,4.67331833333,1.024815,-50.875,-48.6041679382,-53.4843769073,177.710032,0.041875,1.13253,4.67154666667,1.02343,39.1250038147,42.5937525431,42.7343756358,168.43739152,0.0177898649126,1.689315,-77.4843775431,130,91.2916666667,670,1.132095,4.67113666667,1.023055,-36.4062538147,-35.6770846049,-51.9322948456,1.14846,4.695095,1.689315,-54.6875038147,-54.552087148,-77.4843775431,3.31806110503,3.2110325622,3.86855935297,-93.3750076294,-75.8291931152,"Rorb-IRES2-Cre",96.2187525431,10.5124835742
"942",0.0183919874829,58.0516666667,0.199214145383,1.82151,3.174485,1.02500666667,-48.5,-48.5416666667,-49.8020846049,165.931616,0.05784,1.81878,3.172455,1.023365,37.5312538147,33.9375012716,30.1770846049,230.044677854,0.0323442555964,1.70996333333,-74.2916717529,50,53.7916679382,700,1.818325,3.17197666667,1.02294833333,-36.1562538147,-37.0520858765,-42.6458358765,1.84859,3.19822666667,1.70996333333,-55.90625,-54.1770858765,-74.2916717529,3.52229179453,3.13235424317,2.98939106122,-98.4375,-73.2083282471,"Rorb-IRES2-Cre",79.9791692098,17.2260342798
"943",0.0551576635577,128.938333333,0.155724299065,1.25068,4.377055,1.026266,-47.125,-49.5625012716,-51.3187507629,170.021008,0.09216,1.24678,4.37395333333,1.023735,37.625,39.4375012716,40.5562507629,140.937611461,0.0726220905781,1.358333,-77.4125045776,90,83.7916666667,0,1.246275,4.37346333333,1.023289,-35.59375,-35.8229166667,-48.4562507629,1.30239,4.41451666667,1.358333,-55.09375,-55.7187512716,-77.4125045776,4.19830299883,3.95561678807,4.11174890672,-93.21875,-76.5253677368,"Scnn1a-Tg3-Cre",91.8750015259,7.75564546359
"945",0.0434096205589,69.7430769231,0.218259541985,1.187515,3.38557333333,1.024921,-48.5312538147,-48.3020833333,-50.5812507629,140.444576,0.040105,1.18546,3.38394333333,1.023373,32,38.6875,33.9312507629,174.218848348,0.0638275370002,1.530155,-74.2812515259,90,59.0833333333,730,1.18506,3.38357833333,1.023033,-35.25,-36.9270833333,-47.64375,1.21696,3.42583833333,1.530155,-58.4375,-57.5625012716,-74.2812515259,2.95947109906,3.26480462351,3.40635073062,-89.6875076294,-73.7013092041,"Nr5a1-Cre",84.5125015259,14.3383407231
"946",0.00482178044449,72.5384615385,0.15508929327,1.127045,4.80229166667,1.02981,-53.7812538147,-55.645837148,-61.8593797684,130.50368,0.028025,1.12062,4.796365,1.02343625,27.6250019073,36.4895846049,23.6953134537,157.031327486,0.00593568105251,1.047485,-69.4375019073,110,94.375,440,1.12016,4.79592833333,1.02306125,-35.5625,-37.7395846049,-36.398440361,1.13431,4.81071833333,1.047485,-56.8125038147,-59.7916666667,-69.4375019073,3.71647010681,4.10804986837,2.5095726598,-86.125,-68.5474395752,"Rorb-IRES2-Cre",85.554693222,13.7857900318
"947",0.0251319275325,128.169166667,0.08769018204,1.215205,5.32099333333,1.026005,-42.8125038147,-44.6250012716,-46.7937530518,106.513552,0.097435,1.210995,5.31738,1.023405,48.5,49.0520858765,49.6500022888,129.843786359,0.119937628508,1.149956,-70.0187530518,110,107.45833079,1290,1.210575,5.31696666667,1.023046,-34.6875,-36.59375,-44.0687522888,1.272035,5.37661166667,1.149956,-53.6875,-54.7708333333,-70.0187530518,4.11118103724,4.21049927157,4.01787087316,-82.9375,-68.9887924194,"Rorb-IRES2-Cre",96.4437553406,7.80218851388
"949",0.0139529334471,33.58,0.401593624162,1.33742,2.11872,1.02452,-55.4375,-53.5833358765,-57.273440361,352.271168,0.02352,1.33586,2.11712,1.02328,47.21875,48.7812538147,47.3906259537,369.218885899,0.0484769903123,1.60514,-72.0859413147,20,27.4166666667,320,1.3355,2.11674666667,1.02297,-42.0000038147,-37.2916679382,-46.6484413147,1.3762,2.13998,1.60514,-60.0937538147,-55.8229204814,-72.0859413147,4.32916523433,4.19930009941,4.06314483817,-101.406257629,-71.9150695801,"Rorb-IRES2-Cre",104.664066315,29.7796307326
"956",0.199393342765,151.493333333,0.136379309735,1.118815,5.468805,1.0251325,-43.2500038147,-43.4479179382,-48.0781259537,237.4744,0.0501,1.11631,5.46651666667,1.02344875,36.25,36.65625,41.3046875,135.312497616,0.114090159535,1.63925875,-69.5234375,210,111.124997457,1180,1.11585,5.46603333333,1.02309,-27.3750019073,-26.2812519073,-40.7265644073,1.13807,5.49347166667,1.63925875,-48.90625,-52.1666692098,-69.5234375,3.13639518111,2.81616009744,3.40628905501,-82.03125,-69.0844650269,"Scnn1a-Tg3-Cre",89.3828134537,6.60095053688
"958",0.13121198102,59.4933333333,0.0748974366767,1.13022,4.97668666667,1.025192,-44.5,-44.8020858765,-49.6625038147,200.776256,0.03448,1.12794,4.97450666667,1.023552,30.03125,33.9270833333,35.0812515259,171.562463045,0.00302252266556,1.604992,-80.6750030518,150,98.8333333333,999.999938965,1.12744,4.97396666667,1.02312,-34.3125,-30.2500019073,-46.5875015259,1.14796,5.00046,1.604992,-48.03125,-51.8854179382,-80.6750030518,2.93216892873,2.37734299983,3.21524842951,-97.09375,-79.3514709473,"Nr5a1-Cre",84.7437553406,16.8086060063
"959",0.00851028655863,109.7325,0.16250484684,1.38794,4.31999333333,1.025352,-51.6250038147,-51.5520846049,-54.6312522888,129.13652,0.0922,1.38538,4.31733333333,1.023524,41.3125,43.833337148,41.9062515259,137.500077486,0.0892390981317,1.144844,-76.3187561035,70,82.4166666667,900,1.38496,4.31690666667,1.023144,-44.3750038147,-44.1562538147,-50.8250022888,1.44696,4.3692,1.144844,-62.2812538147,-59.4062525431,-76.3187561035,4.6748068812,4.86887146779,4.31533534076,-90.5937576294,-75.5594406128,"Scnn1a-Tg2-Cre",96.5375038147,9.11307042125
"960",0.0244104558706,68.6076923077,0.202789116895,1.118235,3.412525,1.02505625,-55.84375,-52.7500038147,-57.242190361,147.9972,0.038125,1.11626,3.41061,1.02334375,38.53125,41.4687519073,37.5468769073,243.750065565,0.111824981868,1.70215375,-81.9062538147,50,59.7499980927,285,1.115845,3.41016,1.02298375,-44.9375038147,-41.515625,-50.078127861,1.153875,3.4605375,1.70215375,-56.2812538147,-56.3437538147,-81.9062538147,3.56419271962,3.2254217781,3.61718880155,-100.3125,-81.1754684448,"Ntsr1-Cre_GN220",94.7890672684,14.5756250701
"966",0.0108898144591,87.28,0.146149143864,1.31552,5.65526,1.02536,-49.1875038147,-50.1666692098,-52.8875022888,204.26136,0.07182,1.31282,5.65294666667,1.023576,39.09375,42.4375025431,41.5125007629,133.593708277,0.0484857745469,1.731604,-82.0312545776,90,115.791666667,939.999938965,1.3123,5.65244666667,1.023132,-36.0937538147,-34.6458346049,-46.6312522888,1.35088,5.68091333333,1.731604,-59.3125038147,-57.5000012716,-82.0312545776,3.34522670412,3.41598354953,3.53090104681,-96.1250076294,-81.4397125244,"Scnn1a-Tg3-Cre",94.4000030518,11.4573785518
"967",0.0371403162878,60.2106666667,0.244980314961,1.114445,4.74808,1.02460375,-48.0625,-49.9166666667,-50.3437509537,182.000352,0.033,1.11281,4.74655333333,1.02341,31.46875,34.6041666667,30.7890639305,167.656168342,0.056440487504,1.5836975,-73.3750019073,80,93.1666666667,0,1.11245,4.74618833333,1.023095,-35.1250038147,-35.5729179382,-43.5937509537,1.128095,4.76078833333,1.5836975,-53,-54.2812512716,-73.3750019073,2.95878916329,2.87690483911,2.96327841935,-94.28125,-73.415802002,"Nr5a1-Cre",81.1328148842,16.6083528943
"968",0.0213311008117,55.8575,0.12619047619,1.14522,4.86059333333,1.024965,-46.09375,-47.0208346049,-48.492190361,251.63056,0.04898,1.14316,4.85854,1.023445,39.5937538147,43.4270846049,40.7031259537,162.968829274,0.0304045584053,1.74264,-79.390625,90,95.9583333333,860,1.14274,4.85813333333,1.023065,-35.875,-35.3645846049,-42.0546884537,1.15672,4.87734666667,1.74264,-51.0625038147,-52.3437538147,-79.390625,3.54172328053,3.71032128534,3.37842380829,-96.78125,-78.2592773438,"Scnn1a-Tg3-Cre",89.1953163147,17.9026988318
"969",0.0282925608156,84.4036363636,0.122825156327,1.13298,7.11523333333,1.025576,-44.125,-48.2500025431,-51.3375030518,165.862832,0.05648,1.13018,7.11322,1.023592,30.90625,38.5104179382,41.3500022888,119.687534869,0.0475014671683,1.303492,-80.2312545776,130,152.333333333,890,1.12968,7.11270666667,1.023164,-35.71875,-37.0937512716,-49.9250022888,1.16882,7.15544,1.303492,-52.4687538147,-54.2916692098,-80.2312545776,3.91154616197,3.48166693321,4.26969136351,-93,-79.3867645264,"Rorb-IRES2-Cre",92.6875053406,11.8478307699
